11/08/2026
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
538685	SHEMAROO ENTERTAINMENT LIMITED	287.30299
538706	Ultracab (India) Limited	1229.57954
538707	Rajasthan Cylinders & Containe	33.61595
538708	Econo Trade (India) Limited	186.69575
538713	Atishay Limited	110.31583
538714	Sangam Finserv Limited	466.12750
538715	Dhabriya Polywood Limited	108.24245
538716	Aryaman Capital Markets Limite	119.77126
538730	PDS LIMITED	1414.42133
538731	HANMAN FIT LIMITED	105.00000
538732	Vibrant Global Capital Limited	229.07380
538733	Starlit Power Systems Limited	100.64866
538734	CEINSYS TECH LIMITED	209.37661
538742	PANABYTE TECHNOLOGIES LIMITED	66.90000
538743	Mudunuru Limited	327.20000
538765	JLA Infraville Shoppers Limite	64.90000
538770	Crane Infrastructure Limited	72.42000
538771	Pincon Spirit Limited	440.86000
538772	Niyogin Fintech Limited	1112.47426
538777	ASIA CAPITAL LIMITED	30.92000
538778	Kalyan Capitals Limited	525.13105
538786	Citizen Solar Limited	140.43300
538787	Goenka Business & Finance Limi	130.00100
538788	Gilada Finance & Investments L	140.49200
538794	JET SOLAR LIMITED	118.76000
538795	Shree Ajit Pulp And Paper Ltd	88.50744
538812	Aanchal Ispat Limited	42.33331
538817	Captain Pipes Limited	1536.44800
538833	KAIZEN AGRO INFRABUILD LIMITED	514.14888
538834	JMJ Fintech Limited	376.35048
538835	INTELLECT DESIGN ARENA LIMITED	1402.66701
538836	Monte Carlo Fashions Limited	207.32064
538837	Jeevan Scientific Technology L	200.80215
538838	Indo Cotspin Limited	71.40850
538857	Scintilla Commercial & Credit	100.27777
538858	Camson Bio Technologies Ltd	299.99840
538860	PANAFIC INDUSTRIALS LTD	4927.50000
538862	My Money Securities Ltd.	168.00300
538863	SRI AMARNATH FINANCE LIMITED	99.80000
538868	Continental Securities Limited	304.53000
538874	NEXUS SURGICAL AND MEDICARE LI	54.71900
538875	SELLWIN TRADERS LIMITED	2348.57500
538881	Galada Finance Limited	30.00000
538882	Emerald Finance Limited	345.40319
538890	M. K. Exim (India) Ltd.	403.67250
538891	MAGELLANIC CLOUD LIMITED	5890.67120
538894	Octal Credit Capital Ltd.	50.00900
538895	Mihika Industries Ltd.	100.00000
538896	Kanchi Karpooram Ltd.	43.43891
538897	Shri Niwas Leasing and Finance	54.40434
538902	Dhunseri Tea & Industries Ltd	105.07427
538918	Vani Commercials Limited	294.07283
538919	SKYLINE VENTURES INDIA  LIMITE	39.66668
538920	VINTAGE COFFEE AND BEVERAGES L	1456.88409
538921	Raghuvansh Agrofarms Limited	119.17550
538922	COSYN Limited	75.00000
538923	SOFCOM SYSTEMS LIMITED	242.04120
538926	Naturite Agro Products Limited	52.96000
538928	Karnavati Finance Limited	1005.00000
538935	Abhishek Finlease limited	46.12710
538942	Mercantile Ventures Limited	1119.18195
538943	Sonal Mercantile Limited	147.38525
538952	Abhinav Leasing & Finance Limi	499.80000
538961	GENUS PAPER & BOARDS LIMITED	2571.25940
538962	Minda Corporation Limited	2390.79428
538963	Pact Industries Ltd.	554.08000
538964	Mercury Laboratories Limited	12.00000
538965	Concord Drugs Limited	131.75000
538970	WARDWIZARD INNOVATIONS AND MOB	3008.17446
538975	Shree Securities Ltd.	7980.00000
538979	Greenlam Industries Ltd	2551.47702
538987	TALBROS ENGINEERING LIMITED	50.76504
538992	Sar  Auto Products Limited	47.64740
538993	Purohit Construction Limited	44.05600
539005	JAYATMA ENTERPRISES LIMITED	30.00000
539006	PTC Industries Ltd.	149.92549
539008	Tirupati Fincorp Limited	49.44225
539010	Shri Mahalaxmi Agricultural De	203.22600
539011	CHENNAI FERROUS INDUSTRIES LIM	36.04509
539012	Megri Soft Limited	31.40700
539013	GITA RENEWABLE ENERGY LIMITED	41.12296
539014	Kalpa Commercial Limited	102.50000
539015	Ortel Communications Limited	329.76900
539016	Neil Industries Ltd.	195.53200
539017	STAR HOUSING FINANCE LIMITED	789.63948
539018	Beekay Steel Industries Ltd.	190.72052
539026	SSPN Finance Limited	37.86400
539032	Fraser And Company Limited	81.20300
539040	TIRUPATI INNOVAR LIMITED	244.43500
539041	GANESHA ECOVERSE LIMITED	245.94650
539042	AGI Infra Limited	1249.97388
539043	BKM INDUSTRIES LIMITED	655.34050
539044	Manaksia Steels Limited	655.34050
539045	Manaksia Aluminium Company Ltd	655.34050
539046	Manaksia Coated Metals & Indus	1058.34050
539056	IMAGICAAWORLD ENTERTAINMENT LI	5658.61447
539083	Inox Wind Limited	17282.37822
539090	Rajputana Investment and Finan	30.80000
539091	Consecutive Commodities Limite	1601.50000
539096	Aananda Lakshmi Spinning Mills	34.99270
539097	UR SUGAR INDUSTRIES LIMITED	525.00000
539098	Filtra Consultants and Enginee	109.64000
539099	Athena Constructions Limited	75.00000
539110	Northlink Fiscal And Capital S	52.50000
539111	SHESHADRI INDUSTRIES LIMITED	49.59577
539112	SAB INDUSTRIES LIMITED	152.10078
539113	Paul Merchants Ltd.	30.84000
539115	ALAN SCOTT ENTERPRISES LIMITED	57.17590
539116	O. P. Chains Limited	68.50000
539117	Sujala Trading & Holdings Ltd.	57.21750
539118	VRL Logistics Limited	1749.36990
539119	Jain Marmo Industries Ltd.	31.30600
539120	GRAMEVA LIMITED	47.99400
539121	Palco Metals Limited	40.00000
539122	Bodhtree Consulting Limited	218.65570
539123	V B INDUSTRIES LIMITED	131.07950
539124	Sarvottam Finvest Limited	75.00000
539126	MEP Infrastructure Developers	1834.46051
539132	Wardwizard Foods and Beverages	2571.40000
539141	UFO Moviez India Limited	388.24757
539143	PANTH INFINITY LIMITED	551.58758
539148	Shivalik Rasayan Ltd.	157.50365
539149	Integrated Capital Services Lt	355.84000
539150	PNC Infratech Limited	2565.39165
539151	Arfin India Limited	1687.22482
539167	Virat Leasing Limited	259.61000
539174	Helpage Finlease Ltd.	99.47500
539175	STARBEAM VENTURES LIMITED	6536.31132
539176	Hawa Engineers ltd.	35.26400
539177	Authum Investment & Infrastruc	8492.25500
539189	Adhbhut Infrastructure Ltd.	110.00000
539190	Decillion Finance Ltd.	35.00000
539195	POCL ENTERPRISES LTD	307.66083
539196	Amba Enterprises Ltd.	126.60480
539198	Capfin India Limited	45.48230
539199	SG FINSERVE LIMITED	558.95000
539200	NOBLE POLYMERS LIMITED	64.79000
539201	SATIA INDUSTRIES LIMITED	1000.00000
539206	GENOMIC VALLEY BIOTECH LIMITED	30.54500
539216	GARMENT MANTRA LIFESTYLE LIMIT	5782.10032
539217	Srestha Finvest Limited	16400.00000
539218	Saumya Consultants Ltd.	69.06908
539219	MAURIA UDYOG LIMITED	1332.00000
539220	Mishka Exim Limited	144.50000
539221	Sportking India Ltd.	1270.72000
539222	GROWINGTON VENTURES INDIA LIMI	6422.15760
539223	Ambition Mica Limited	149.22000
539224	HCKK Ventures Limited	37.10000
539225	Jiya Eco-Products Limited	300.73262
539226	RUDRA GLOBAL INFRA PRODUCTS LI	1003.43828
539227	Loyal Equipments Limited	107.90000
539228	Gala Global Products Limited	545.88083
539229	Majestic Research Services and	100.26000
539230	Chemiesynth (Vapi) Limited	30.70000
539246	ATMA INDUSTRIES LIMITED	23.00000
539251	Balkrishna Paper Mills Ltd	322.19532
539252	Shyam Century Ferrous Limited	2121.72990
539253	Surya India Limited	69.85832
539254	Adani Energy Solutions Limited	12229.54468
539255	STAR DELTA TRANSFORMERS LIMITE	30.00200
539265	Amrapali Fincap Limited	134.40000
539267	SAMSRITA LABS LIMITED	227.49710
539268	Syngene International Limited	4036.69147
539273	PECOS Hotels And Pubs Limited	13.09875
539275	Mangalam Seeds Limited	109.80158
539276	Kaya Limited	151.87609
539277	Alstone Textiles (India) Limit	62748.00000
539278	Symbiox Investment & Trading C	312.87330
539287	ORTIN GLOBAL LIMITED	81.31392
539288	Avi Polymers Ltd.	940.86100
539289	AURUM PROPTECH LIMITED	763.48739
539290	Oswal Greentech Limited	2568.09159
539291	Vasudhagama Enterprises Limite	439.11544
539300	SUNRAKSHAKK INDUSTRIES INDIA L	310.06750
539301	Arvind SmartSpaces Limited	458.66979
539302	Power Mech Projects Limited	316.16292
539309	Rama Steel Tubes Limited	16360.40979
539310	THINKINK PICTUREZ LIMITED	14221.44000
539314	Universal Autofoundry Limited	124.34500
539331	VETO SWITCHGEARS AND CABLES LI	191.14955
539332	Navkar Corporation Limited	1505.19181
539334	Shree Pushkar Chemicals & Fert	323.37691
539335	Callista Industries Limited	30.46588
539336	Gujarat Energy Limited	9382.30849
539337	WAAREE TECHNOLOGIES LIMITED	107.68139
539346	Sadbhav Infrastructure Project	3522.25216
539352	P. B. Films Limited	144.17625
539353	SAL AUTOMOTIVE LIMITED	47.95426
539354	POLYSPIN EXPORTS LIMITED	100.00000
539359	Pritika Auto Industries Limite	1665.12667
539378	Soni Medicare Limited	42.64900
539383	Mahaveer Infoway Limited	55.09000
539384	Krishna Capital And Securities	31.58400
539391	Acme Resources Limited	257.44000
539393	Kabra Commercial Limited	29.40000
539398	Vishal Bearings Limited	107.91000
539399	Bella Casa Fashion & Retail Li	133.87500
539400	MALLCOM (INDIA) LTD.	62.40000
539401	Patdiam Jewellery Limited	43.17000
539402	Naksh Precious Metals Limited	105.20480
539404	SATIN CREDITCARE NETWORK LIMIT	1104.70965
539405	Decorous Investment and Tradin	34.50000
539406	Swagtam Trading & Services Lim	11.90500
539407	Generic Engineering Constructi	569.86219
539408	Kuber Udyog Limited	34.33000
539409	NEERAJ PAPER MARKETING LIMITED	110.00000
539410	MUZALI ARTS LIMITED	591.64667
539428	Tejnaksh Healthcare Limited	203.13600
539434	Brilliant Portfolios Ltd.	31.01800
539435	Richfield Financial Services L	96.56200
539436	Coffee Day Enterprises Limited	2112.51719
539437	IDFC FIRST BANK LIMITED	86212.19589
539448	InterGlobe Aviation Limited	3866.66597
539449	IGC Industries Limited	347.20000
539450	S H Kelkar and Company Limited	1384.20801
539455	ECOFINITY ATOMIX LIMITED	69.62900
539468	Typhoon Financial Services Lim	30.00600
539469	PANORAMA STUDIOS INTERNATIONAL	2605.35625
539470	Shree Ganesh Biotech (India) L	3986.24000
539479	GTV Engineering Limited	508.00366
539486	Geetanjali Credit And Capital	44.19200
539488	Tirupati Fin-Lease Ltd.	30.04200
539492	Garbi Finvest Limited	117.30680
539494	Smart Finsec Limited	300.00000
539495	Rajkot Investment Trust Limite	10.00000
539506	Adcon Capital Services Limited	1983.44640
539515	Quint Digital Limited	472.08008
539518	Uday Jewellery Industries Limi	336.02925
539519	SATTVA SUKUN LIFECARE LIMITED	3836.01248
539521	Navigant Corporate Advisors Li	31.52750
539522	Grovy India Limited	133.36272
539523	Alkem Laboratories Limited	1195.65000
539524	Dr. Lal Pathlabs Limited	1676.37770
539526	Suncare Traders Limited	2550.00000
539527	Creative Castings Limited	13.00000
539528	AAYUSH WELLNESS LIMITED	486.71699
539533	ELITECON INTERNATIONAL LIMITED	15985.00000
539542	LUX Industries Limited	300.71681
539543	Valley Magnesite Company Limit	10.50000
539544	Abhishek Infraventures Limited	50.49000
539545	Apoorva Leasing Finance & Inve	199.74900
539546	AGRIBIO SPIRITS LIMITED	108.84237
539551	Narayana Hrudayalaya Limited	2043.60804
539552	F MEC INTERNATIONAL FINANCIAL	489.04724
539559	Deep Health AI India Limited	1441.50000
539560	MALT LAND DISTILLERIES LIMITED	297.00995
539561	SUPHA PHARMACHEM LIMITED	8819.90132
539562	AARNAV FASHIONS LIMITED	422.38628
539574	Sunshine Capital Ltd.	52291.72000
539584	SHARANAM INFRAPROJECT AND TRAD	5940.33561
539593	Shivansh Finserv Limited	62.40000
539594	Mishtann Foods Limited	10776.12903
539596	Delta Industrial Resources Lim	53.93000
539598	AMPL Capital Limited	614.61230
539599	Kotia Enterprises Limited	70.20500
539607	Blue Cloud Softech Solutions L	9230.81600
539620	KANORIA ENERGY AND INFRASTRUCT	852.91400
539621	BCL Enterprises Limited	1166.00000
539636	Precision Camshafts Limited	949.85835
539637	Blueblood Ventures Limited	30.01080
539658	TeamLease Services Limited	167.68900
539659	VIKRAM KAMATS HOSPITALITY LIMI	181.99190
539660	BEST AGROLIFE LIMITED	3546.71100
539661	ACE MEN ENGG WORKS LIMITED	129.14500
539662	BFL Asset Finvest Limited	102.03500
539669	RGF Capital Markets Limited	1500.24000
539673	Radhagobind Commercial Limited	144.00000
539678	Quick Heal Technologies Limite	542.63834
539679	Kapil Raj Finance Ltd.	1094.00000
539680	Ganga Pharmaceuticals Limited	59.11500
539681	dynamic Archistructures Limite	50.10000
539682	Mobavenue AI Tech Limited	772.97790
539683	Shivkamal Impex Limited	10.05570
539686	K.P. Energy Limited	677.98099
539691	REAL GROWTH CORPORATION LIMITE	40.00000
539692	INTERACTIVE FINANCIAL SERVICES	69.30130
539697	HILIKS TECHNOLOGIES LIMITED	107.50000
539724	HYPERSOFT TECHNOLOGIES LIMITED	844.51700
539725	Gokul Agro Resources Ltd	2950.86716
539730	Fredun Pharmaceuticals Limited	165.38070
539742	Simbhaoli Sugars Ltd	412.79020
539760	Relicab Cable Manufacturing Li	100.94662
539761	Vantage Knowledge Academy Limi	3414.75000
539762	MODERN ENGINEERING AND PROJECT	154.50000
539767	Mega Nirman & Industries Limit	256.47500
539770	DARJEELING INDUSTRIIES LIMITED	78.62010
539773	Advik Capital Limited	6085.20425
539785	Pudumjee Paper Products Limite	949.50000
539787	HealthCare Global Enterprises	1493.02203
539788	Khemani Distributors & Marketi	229.74000
539798	Umiya Tubes Limited	129.56667
539799	Bharat Wire Ropes Limited	685.84648
539800	CHD Chemicals Limited	101.09080
539807	AvenuesAI Limited	34883.98375
539814	LE LAVOIR LIMITED	34.68000
539819	Mudra Financial Services Ltd.	50.10000
539833	Shivom Investment & Consultanc	699.51325
539834	Balgopal Commercial limited	232.48000
539835	Superior Finlease Limited	300.10000
539836	Ruby Cables Limited	62.51000
539837	RAGHAV PRODUCTIVITY ENHANCERS	459.21950
539839	Franklin Leasing and Finance L	157.82400
539841	Lancer Container Lines Limited	3532.63718
539843	NINtec Systems Limited	185.76000
539854	Halder Venture Limited	124.38135
539861	SKIL Infrastructure Limited	2165.71232
539864	Ghushine Fintrrade Ocean Limit	49.44900
539871	Thyrocare Technologies Limited	1591.65315
539872	Bajaj Healthcare Limited	336.62661
539875	RSD Finance Limited	129.46480
539876	Crompton Greaves Consumer Elec	6439.14875
539883	Pilani Investment And Industri	110.72250
539884	Darshan Orna Limited	1000.58670
539889	Parag Milk Foods Limited	1256.09554
539894	Madhav Infra Projects Limited	2695.81560
539895	SPICE LOUNGE FOOD WORKS LIMITE	6971.22600
539900	DALMIA INDUSTRIAL DEVELOPMENT	202.47500
539910	Kome-on Communication Limited	150.08107
539911	Svarnim Trade Udyog Limited	24.31500
539917	NAGARJUNA FERTILIZERS AND CHEM	5980.65003
539921	Shanti Educational Initiatives	1610.00000
539922	Rotographics (India) Limited	131.51300
539927	LIKHAMI CONSULTING LIMITED	99.50000
539938	Medico Intercontinental Limite	100.00000
539939	Yash Chemex Limited	102.43425
539946	Bazel International Limited	98.15246
539947	JINDAL LEASEFIN LIMITED	30.08900
539956	TAAL TECH LIMITED	31.16342
539957	Mahanagar Gas Limited	987.77778
539963	Zeal Aqua Limited	1260.66000
539978	Quess Corp Limited	1493.59849
539979	DIGJAM LIMITED	200.00000
539982	Advance Syntex Limited	110.97109
539983	SIDH AUTOMOBILES LIMITED	29.62300
539984	HINDUSTHAN INSULATORS and INDU	216.43275
539985	Titaanium Ten Enterprise Limit	67.28507
539986	Commercial Syn Bags Limited	403.39200
539991	CONFIDENCE FUTURISTIC ENERGETE	250.20000
539992	LLOYDS ENGINEERING WORKS LIMIT	14772.71276
539997	Kwality Pharmaceuticals Limite	103.76198
540005	LTM LIMITED	2966.21321
540006	EAST WEST FREIGHT CARRIERS LTD	1275.75000
540023	COLORCHIPS NEW MEDIA LIMITED	170.09900
540025	Advanced Enzyme Technologies L	1119.76150
540026	Ladam Affortable Housing Limit	183.04600
540027	PRABHAT TECHNOLOGIES (INDIA) L	107.06277
540047	Dilip Buildcon Limited	1624.44833
540048	S.P. Apparels Limited	251.38883
540061	Bigbloc Construction Limited	1415.75750
540062	Golden Crest Education & Servi	52.45000
540063	ECS Biztech Limited	205.55047
540064	Future Retail Ltd.	5422.84079
540065	RBL Bank Limited	15493.69417
540066	AMS POLYMERS LIMITED	33.02500
540072	Shiva Granito Export Limited	132.15050
540073	BLS International Services Ltd	4117.40908
540078	Mitsu Chem Plast Limited	135.58553
540079	Sprayking Limited	2113.58920
540080	Dhatre Udyog Limited	1089.54500
540081	Sab Events & Governance Now Me	104.83711
540082	Riddhi Steel and Tube Limited	124.35378
540083	TV VISION LIMITED	387.44500
540097	GAMCO LIMITED	540.31500
540108	TIAAN CONSUMER LIMITED	102.69015
540115	L&T Technology Services Limite	1060.77543
540124	G N A Axles Limited	429.30800
540125	Radhika Jeweltech Limited	1180.00000
540132	Sabrimala Industries India Lim	87.14500
540133	ICICI Prudential Life Insuranc	14508.11698
540134	ISHAAN INFRASTRUCTURE AND SHEL	64.74600
540135	ARC Finance Limited	8715.09623
540136	HPL Electric & Power Limited	643.00486
540143	Sagarsoft (India) Limited	63.92238
540144	DRA CONSULTANTS LIMITED	109.70000
540145	Valiant Organics Limited	280.34610
540146	ADITYA CONSUMER MARKETING LIMI	146.33887
540147	Shashijit Infraprojects Limite	726.72000
540148	Bindal Exports Limited	46.00400
540150	Mewar Hi-Tech Engineering Limi	39.03600
540151	Diksat Transworld Limited	175.42875
540152	India Green Reality Limited	127.10000
540153	Endurance Technologies Limited	1406.62848
540159	PURPLE AGROTECH INDUSTRIES LIM	86.45965
540168	Supra Pacific Financial Servic	491.40266
540173	PNB Housing Finance Limited	2605.89923
540174	SOUTHERN INFOCONSULTANTS LIMIT	50.20000
540175	REGENCY FINCORP LIMITED	860.33950
540180	Varun Beverages Limited	33824.64894
540181	Salem Erode Investments Ltd.	114.65520
540189	Unipro Technologies Limited	60.84900
540190	Franklin Industries Limited	7712.00000
540192	LKP Securities Limited	827.38029
540198	OSIAJEE TEXFAB LIMITED	54.00000
540199	Corporate Merchant Bankers Lim	634.04119
540203	Sheela Foam Limited	1092.03314
540204	EIKO LIFESCIENCES LIMITED	143.45854
540205	Aditya Vision Limited	1291.38050
540210	Heads UP Ventures Limited	220.82609
540212	TCI Express Limited	384.18990
540221	Shashank Traders Limited	30.93800
540222	Laurus Labs Limited	5402.49583
540243	NEW LIGHT INDUSTRIES LIMITED	876.00150
540252	Viram Suvarn Limited	1134.61278
540254	MARG TECHNO PROJECTS LIMITED	781.00000
540259	SHANGAR DECOR LIMITED	4896.16000
540266	Globe Commercials Limited	60.02000
540267	Flora Corporation Limited	87.33875
540268	TruCap Finance Limited	1188.61871
540269	SUPER FINE KNITTERS LIMITED	123.93070
540270	Raideep Industries Limited	55.08000
540293	Pricol Limited	1218.81498
540310	Classic Filaments Limited	61.13350
540311	JITF INFRALOGISTICS LIMITED	257.03706
540318	Sueryaa Knitwear Limited	25.97800
540332	Tanvi Foods (India) Limited	128.28775
540358	RMC SWITCHGEARS LIMITED	105.81870
540359	Parmax Pharma Limited	37.41300
540360	LEADING LEASING FINANCE AND IN	5635.65500
540361	DANUBE INDUSTRIES LIMITED	909.90000
540366	Music Broadcast Limited	3456.85625
540376	Avenue Supermarts Limited	6522.45977
540377	IFL ENTERPRISES LIMITED	12450.43393
540385	KD LEISURES LIMITED	32.40000
540386	Ontic Finserve Limited	900.03000
540393	Sarthak Metals Limited	136.89750
540395	Chemcrux Enterprises Limited	148.08840
540396	Manomay Tex India Limited	180.48735
540401	Maximus International Limited	1360.36000
540402	Manas Properties Limited	41.60000
540403	CL Educate Limited	542.92947
540404	PRIME FRESH LIMITED	138.79861
540405	Oceanic Foods Limited	112.50000
540416	Octaware Technologies Limited	35.90570
540425	Shankara Building Products Lim	242.49326
540455	Escorp Asset Management Limite	111.16651
540467	PARMESHWARI SILK MILLS LIMITED	30.01100
540468	KMS Medisurgi Limited	33.00000
540481	Classic Leasing & Finance Ltd.	122.50200
540492	STARLINEPS ENTERPRISES LIMITED	4309.65700
540497	S Chand And Company Limited	352.72192
540515	KANUNGO FINANCIERS LIMITED	46.34000
